time,wx (rad/s),wy (rad/s),wz (rad/s)
11.35,-1.14,1.03,-2.56
11.353,-1,1,-2.54
11.356,-0.88,1,-2.54
11.359,-0.75,1.03,-2.54
11.361,-0.63,1.08,-2.55
11.363,-0.52,1.13,-2.55
11.365,-0.42,1.18,-2.55
11.367,-0.34,1.22,-2.54
11.371,-0.28,1.27,-2.51
11.374,-0.24,1.31,-2.48
11.375,-0.21,1.35,-2.43
11.377,-0.2,1.4,-2.37
11.379,-0.21,1.43,-2.3
11.384,-0.25,1.45,-2.24
11.385,-0.3,1.47,-2.16
11.386,-0.36,1.48,-2.08
11.394,-0.43,1.49,-2
11.394,-0.48,1.51,-1.91
11.395,-0.54,1.53,-1.81
11.397,-0.58,1.55,-1.71
11.398,-0.6,1.58,-1.6
11.401,-0.63,1.61,-1.49
11.403,-0.63,1.64,-1.37
11.41,-0.63,1.68,-1.23
11.411,-0.6,1.72,-1.09
11.411,-0.57,1.76,-0.94
11.412,-0.52,1.81,-0.78
11.415,-0.45,1.86,-0.61
11.418,-0.37,1.91,-0.44
11.425,-0.28,1.97,-0.27
11.426,-0.17,2.02,-0.1
11.427,-0.07,2.06,0.05
11.427,0.03,2.1,0.2
11.431,0.13,2.13,0.35
11.433,0.23,2.15,0.48
11.434,0.31,2.17,0.6
11.436,0.39,2.19,0.71
11.444,0.46,2.21,0.81
11.445,0.52,2.22,0.9
11.445,0.56,2.22,0.99
11.446,0.6,2.22,1.07
11.449,0.63,2.22,1.13
11.451,0.66,2.21,1.18
11.457,0.69,2.18,1.23
11.458,0.72,2.15,1.26
11.459,0.75,2.1,1.28
11.461,0.77,2.02,1.29
11.463,0.8,1.94,1.31
11.467,0.81,1.82,1.31
11.469,0.82,1.68,1.32
11.471,0.83,1.52,1.33
11.474,0.85,1.35,1.35
11.475,0.86,1.16,1.38
11.48,0.87,0.95,1.42
11.481,0.89,0.74,1.47
11.482,0.92,0.53,1.53
11.486,0.95,0.31,1.6
11.488,0.98,0.09,1.68
11.491,1.02,-0.13,1.76
11.493,1.07,-0.35,1.85
11.494,1.12,-0.57,1.95
11.499,1.16,-0.78,2.05
11.5,1.21,-0.99,2.14
11.503,1.26,-1.18,2.24
11.508,1.31,-1.37,2.34
11.509,1.34,-1.54,2.43
11.51,1.39,-1.7,2.52
11.512,1.42,-1.84,2.61
11.516,1.45,-1.97,2.69
11.519,1.48,-2.08,2.77
11.519,1.51,-2.18,2.85
11.528,1.53,-2.27,2.93
11.529,1.55,-2.36,3
11.53,1.56,-2.43,3.07
11.531,1.58,-2.5,3.15
11.532,1.6,-2.56,3.22
11.533,1.62,-2.62,3.29
11.536,1.65,-2.67,3.35
11.551,1.68,-2.71,3.42
11.552,1.71,-2.75,3.49
11.553,1.74,-2.78,3.55
11.553,1.77,-2.81,3.61
11.554,1.82,-2.83,3.67
11.554,1.85,-2.85,3.73
11.555,1.89,-2.86,3.78
11.558,1.92,-2.87,3.83
11.559,1.95,-2.88,3.88
11.56,1.98,-2.88,3.93
11.563,2.01,-2.89,3.98
11.565,2.04,-2.88,4.03
11.566,2.06,-2.88,4.08
11.569,2.09,-2.87,4.12
11.574,2.11,-2.86,4.16
11.577,2.12,-2.84,4.21
11.578,2.14,-2.81,4.25
11.579,2.16,-2.78,4.3
11.581,2.18,-2.76,4.35
11.583,2.2,-2.73,4.39
11.587,2.22,-2.71,4.44
11.59,2.24,-2.68,4.48
11.591,2.25,-2.65,4.53
11.594,2.27,-2.62,4.57
11.596,2.29,-2.58,4.62
11.6,2.3,-2.53,4.67
11.601,2.31,-2.48,4.71
11.603,2.32,-2.42,4.75
11.607,2.33,-2.36,4.8
11.609,2.34,-2.29,4.84
11.611,2.35,-2.22,4.89
11.614,2.36,-2.13,4.93
11.615,2.38,-2.05,4.98
11.617,2.39,-1.96,5.02
11.62,2.41,-1.87,5.07
11.624,2.42,-1.78,5.12
11.626,2.44,-1.68,5.18
11.627,2.45,-1.59,5.23
11.629,2.47,-1.51,5.29
11.633,2.47,-1.43,5.35
11.636,2.48,-1.36,5.41
11.638,2.48,-1.28,5.48
11.639,2.47,-1.22,5.54
11.642,2.46,-1.16,5.6
11.644,2.44,-1.11,5.66
11.648,2.42,-1.07,5.72
11.65,2.39,-1.04,5.78
11.652,2.36,-1.02,5.84
11.653,2.32,-1.02,5.89
11.66,2.27,-1.02,5.93
11.661,2.22,-1.04,5.97
11.662,2.16,-1.07,6
11.663,2.1,-1.11,6.03
11.665,2.04,-1.16,6.05
11.668,1.98,-1.22,6.06
11.68,1.92,-1.27,6.07
11.681,1.87,-1.33,6.08
11.682,1.81,-1.38,6.09
11.682,1.76,-1.44,6.09
11.682,1.71,-1.49,6.08
11.683,1.66,-1.53,6.08
11.685,1.62,-1.56,6.06
11.687,1.58,-1.58,6.03
11.69,1.55,-1.58,6.01
11.692,1.52,-1.57,5.97
11.695,1.49,-1.53,5.93
11.697,1.46,-1.49,5.88
11.699,1.43,-1.43,5.83
11.702,1.41,-1.36,5.77
11.704,1.38,-1.27,5.71
11.708,1.35,-1.17,5.65
11.71,1.33,-1.06,5.58
11.712,1.3,-0.95,5.51
11.713,1.26,-0.82,5.44
11.716,1.23,-0.69,5.36
11.72,1.19,-0.54,5.29
11.724,1.17,-0.37,5.21
11.725,1.12,-0.21,5.13
11.726,1.09,-0.03,5.03
11.729,1.04,0.15,4.94
11.732,1,0.33,4.84
11.734,0.95,0.51,4.73
11.736,0.91,0.7,4.62
11.738,0.86,0.87,4.51
11.741,0.81,1.04,4.39
11.743,0.76,1.2,4.28
11.746,0.72,1.35,4.16
11.747,0.67,1.49,4.05
11.749,0.62,1.61,3.93
11.752,0.58,1.69,3.81
11.76,0.54,1.74,3.68
11.761,0.49,1.76,3.53
11.762,0.45,1.74,3.36
11.763,0.41,1.69,3.17
11.764,0.36,1.63,2.96
11.77,0.31,1.56,2.73
11.783,0.25,1.48,2.48
11.784,0.19,1.39,2.22
11.784,0.13,1.29,1.95
11.784,0.06,1.2,1.67
11.784,-0.01,1.1,1.39
11.785,-0.08,1,1.09
11.785,-0.16,0.9,0.78
11.786,-0.24,0.81,0.46
11.792,-0.33,0.71,0.14
11.793,-0.41,0.61,-0.19
11.794,-0.5,0.52,-0.52
11.795,-0.58,0.42,-0.86
11.798,-0.67,0.33,-1.19
11.8,-0.75,0.24,-1.51
11.804,-0.82,0.16,-1.81
11.809,-0.87,0.06,-2.09
11.809,-0.92,-0.03,-2.34
11.81,-0.95,-0.12,-2.55
11.812,-0.96,-0.2,-2.74
11.816,-0.95,-0.27,-2.9
11.818,-0.93,-0.33,-3.03
11.819,-0.91,-0.37,-3.15
11.823,-0.88,-0.39,-3.24
11.824,-0.84,-0.4,-3.31
11.828,-0.81,-0.39,-3.36
11.83,-0.78,-0.35,-3.38
11.831,-0.76,-0.3,-3.39
11.833,-0.74,-0.23,-3.36
11.836,-0.72,-0.14,-3.3
11.84,-0.71,-0.03,-3.19
11.842,-0.67,0.12,-3.02
11.843,-0.62,0.31,-2.78
11.846,-0.51,0.56,-2.43
11.849,-0.32,0.95,-1.96
11.852,0,1.51,-1.39
11.853,0.36,2.13,-0.75
11.859,0.66,2.56,-0.16
11.86,0.8,2.59,0.23
11.861,0.85,2.2,0.38
11.864,0.81,1.57,0.3
11.866,0.66,0.9,0.02
11.867,0.36,0.36,-0.42
11.87,-0.08,0.04,-0.98
11.882,-0.55,-0.13,-1.57
11.883,-0.92,-0.28,-2.1
11.884,-1.16,-0.39,-2.54
11.884,-1.33,-0.47,-2.86
11.884,-1.45,-0.53,-3.11
11.885,-1.52,-0.62,-3.32
11.891,-1.55,-0.74,-3.49
11.892,-1.56,-0.89,-3.62
11.892,-1.56,-1.05,-3.73
11.894,-1.55,-1.19,-3.78
11.897,-1.54,-1.33,-3.78
11.9,-1.54,-1.48,-3.73
11.902,-1.55,-1.66,-3.62
11.904,-1.56,-1.89,-3.48
11.909,-1.58,-2.17,-3.31
11.91,-1.59,-2.47,-3.14
11.912,-1.6,-2.78,-2.97
11.914,-1.62,-3.08,-2.82
11.915,-1.61,-3.35,-2.69
11.918,-1.61,-3.59,-2.57
11.921,-1.59,-3.79,-2.48
11.925,-1.58,-3.93,-2.39
11.926,-1.55,-4,-2.31
11.928,-1.52,-4,-2.24
11.93,-1.48,-3.9,-2.17
11.933,-1.42,-3.73,-2.09
11.936,-1.35,-3.5,-2.02
11.942,-1.25,-3.26,-1.96
11.943,-1.13,-3.02,-1.92
11.943,-1.02,-2.76,-1.89
11.945,-0.89,-2.51,-1.87
11.948,-0.78,-2.26,-1.87
11.95,-0.67,-2.01,-1.87
11.952,-0.58,-1.75,-1.87
11.954,-0.51,-1.49,-1.87
11.957,-0.46,-1.22,-1.85
11.961,-0.44,-0.94,-1.83
11.962,-0.44,-0.65,-1.8
11.964,-0.47,-0.36,-1.76
11.967,-0.52,-0.09,-1.71
11.969,-0.59,0.17,-1.66
11.977,-0.67,0.41,-1.61
11.979,-0.75,0.63,-1.54
11.979,-0.81,0.83,-1.47
11.981,-0.87,1,-1.39
11.982,-0.9,1.14,-1.3
11.984,-0.93,1.25,-1.21
11.986,-0.93,1.31,-1.12
12.004,-0.93,1.35,-1.03
12.006,-0.92,1.35,-0.94
12.006,-0.9,1.32,-0.86
12.006,-0.88,1.28,-0.78
12.007,-0.85,1.2,-0.71
12.007,-0.83,1.11,-0.64
12.007,-0.8,1.01,-0.58
12.009,-0.77,0.9,-0.53
12.009,-0.75,0.79,-0.48
12.01,-0.72,0.68,-0.45
12.012,-0.7,0.57,-0.42
12.015,-0.69,0.46,-0.41
12.019,-0.68,0.34,-0.41
12.021,-0.67,0.23,-0.42
12.025,-0.66,0.11,-0.44
12.025,-0.66,0.01,-0.48
12.027,-0.66,-0.1,-0.52
12.03,-0.66,-0.19,-0.58
12.033,-0.66,-0.27,-0.64
12.034,-0.66,-0.32,-0.7
12.036,-0.65,-0.36,-0.77
12.041,-0.64,-0.37,-0.83
12.042,-0.63,-0.36,-0.88
12.044,-0.62,-0.34,-0.93
12.047,-0.6,-0.31,-0.97
12.048,-0.57,-0.26,-0.99
12.051,-0.54,-0.21,-1.01
12.057,-0.51,-0.16,-1.01
12.058,-0.47,-0.11,-1
12.06,-0.44,-0.06,-0.99
12.06,-0.39,-0.03,-0.97
12.062,-0.36,0.01,-0.94
12.066,-0.32,0.03,-0.9
12.069,-0.3,0.06,-0.86
12.07,-0.28,0.08,-0.81
12.074,-0.27,0.11,-0.75
12.075,-0.27,0.13,-0.68
12.078,-0.28,0.15,-0.62
12.08,-0.3,0.18,-0.55
12.082,-0.31,0.22,-0.49
12.084,-0.34,0.24,-0.43
12.086,-0.35,0.28,-0.38
12.091,-0.36,0.33,-0.34
12.092,-0.37,0.38,-0.3
12.094,-0.37,0.43,-0.27
12.096,-0.37,0.48,-0.25
12.099,-0.37,0.52,-0.24
12.102,-0.37,0.56,-0.23
12.104,-0.37,0.59,-0.22
12.112,-0.37,0.61,-0.21
12.113,-0.37,0.63,-0.2
12.114,-0.37,0.65,-0.19
12.116,-0.37,0.65,-0.18
12.117,-0.37,0.65,-0.17
12.12,-0.37,0.64,-0.16
12.122,-0.37,0.62,-0.15
12.142,-0.37,0.61,-0.14
12.143,-0.37,0.59,-0.13
12.143,-0.36,0.58,-0.13
12.143,-0.36,0.57,-0.13
12.143,-0.35,0.55,-0.13
12.143,-0.33,0.54,-0.14
12.144,-0.32,0.52,-0.14
12.144,-0.31,0.5,-0.15
12.144,-0.29,0.48,-0.16
12.144,-0.28,0.46,-0.16
12.147,-0.27,0.44,-0.16
12.151,-0.25,0.43,-0.16
12.154,-0.24,0.4,-0.16
12.156,-0.25,0.37,-0.17
12.157,-0.25,0.34,-0.17
12.159,-0.26,0.32,-0.18
12.163,-0.26,0.3,-0.18
12.166,-0.27,0.29,-0.18
12.168,-0.27,0.27,-0.18
12.169,-0.27,0.27,-0.18
12.174,-0.27,0.27,-0.18
12.175,-0.27,0.27,-0.17
12.179,-0.27,0.28,-0.17
12.179,-0.27,0.3,-0.16
12.182,-0.27,0.32,-0.16
12.184,-0.28,0.34,-0.15
12.188,-0.28,0.36,-0.14
12.191,-0.28,0.38,-0.12
12.195,-0.27,0.39,-0.11
12.196,-0.27,0.4,-0.09
12.196,-0.27,0.42,-0.07
12.2,-0.26,0.43,-0.05
12.202,-0.25,0.46,-0.03
12.202,-0.26,0.46,-0.01
12.207,-0.25,0.46,0.01
12.207,-0.25,0.47,0.03
12.213,-0.25,0.48,0.04
12.213,-0.24,0.49,0.06
12.215,-0.24,0.49,0.07
12.218,-0.24,0.49,0.08
12.22,-0.25,0.49,0.09
12.226,-0.24,0.5,0.1
12.227,-0.25,0.5,0.1
12.227,-0.25,0.5,0.1
12.229,-0.26,0.5,0.1
12.231,-0.26,0.5,0.1
12.235,-0.27,0.5,0.09
12.237,-0.28,0.5,0.09
12.245,-0.28,0.49,0.08
12.245,-0.29,0.49,0.08
12.246,-0.29,0.47,0.07
12.247,-0.3,0.46,0.06
12.25,-0.31,0.44,0.05
12.251,-0.31,0.42,0.04
12.253,-0.31,0.4,0.04
12.256,-0.31,0.38,0.02
12.261,-0.31,0.36,0.01
12.261,-0.31,0.34,-0.01
12.263,-0.32,0.33,-0.02
12.265,-0.32,0.32,-0.04
12.27,-0.33,0.3,-0.07
12.271,-0.34,0.3,-0.09
12.274,-0.35,0.29,-0.13
12.275,-0.37,0.29,-0.16
12.278,-0.38,0.3,-0.2
12.28,-0.39,0.3,-0.24
12.284,-0.38,0.37,-0.28
12.287,-0.38,0.58,-0.3
12.289,-0.38,0.67,-0.33
12.292,-0.42,0.53,-0.38
12.292,-0.47,0.33,-0.46
12.296,-0.48,0.21,-0.54
12.298,-0.48,0.18,-0.61
12.299,-0.46,0.19,-0.68
12.302,-0.44,0.22,-0.74
12.304,-0.43,0.23,-0.81
12.309,-0.43,0.24,-0.87
12.311,-0.44,0.23,-0.92
12.311,-0.44,0.22,-0.98
12.314,-0.43,0.2,-1.04
12.317,-0.43,0.18,-1.09
12.32,-0.42,0.15,-1.14
12.324,-0.42,0.12,-1.19
12.325,-0.42,0.1,-1.22
12.328,-0.42,0.08,-1.25
12.328,-0.43,0.08,-1.27
12.332,-0.42,0.07,-1.29
12.334,-0.42,0.06,-1.3
12.336,-0.42,0.05,-1.31
12.338,-0.41,0.05,-1.32
12.34,-0.41,0.04,-1.33
12.345,-0.41,0.05,-1.33
12.347,-0.41,0.06,-1.33
12.347,-0.42,0.09,-1.32
12.35,-0.43,0.11,-1.32
12.352,-0.43,0.14,-1.3
12.357,-0.44,0.17,-1.29
12.36,-0.44,0.2,-1.28
12.36,-0.45,0.23,-1.26
12.361,-0.46,0.25,-1.25
12.364,-0.46,0.27,-1.24
12.367,-0.46,0.3,-1.23
12.369,-0.47,0.32,-1.22
12.371,-0.46,0.35,-1.21
12.376,-0.46,0.38,-1.21
12.377,-0.46,0.4,-1.22
12.379,-0.46,0.41,-1.22
12.381,-0.46,0.43,-1.23
12.382,-0.46,0.44,-1.24
12.385,-0.46,0.45,-1.26
12.387,-0.46,0.45,-1.27
12.4,-0.46,0.45,-1.29
12.401,-0.46,0.45,-1.3
12.401,-0.46,0.43,-1.32
12.401,-0.45,0.42,-1.34
12.401,-0.45,0.4,-1.37
12.405,-0.45,0.38,-1.39
12.407,-0.45,0.35,-1.42
12.408,-0.45,0.32,-1.44
12.41,-0.45,0.3,-1.47
12.412,-0.44,0.27,-1.5
12.416,-0.45,0.23,-1.52
12.418,-0.45,0.19,-1.55
12.42,-0.44,0.16,-1.58
12.425,-0.44,0.12,-1.61
12.425,-0.44,0.09,-1.64
12.428,-0.43,0.06,-1.67
12.43,-0.43,0.03,-1.69
12.432,-0.42,0.01,-1.72
12.434,-0.42,-0.01,-1.74
12.436,-0.42,-0.02,-1.76
12.441,-0.41,-0.03,-1.79
12.445,-0.4,-0.03,-1.8
12.446,-0.4,-0.03,-1.81
12.446,-0.4,-0.02,-1.83
12.448,-0.4,0,-1.84
12.452,-0.4,0.01,-1.84
12.454,-0.4,0.04,-1.85
12.456,-0.4,0.06,-1.85
12.458,-0.4,0.1,-1.85
12.46,-0.41,0.12,-1.85
12.464,-0.41,0.16,-1.85
12.466,-0.4,0.19,-1.84
12.468,-0.4,0.22,-1.84
12.47,-0.39,0.25,-1.84
12.473,-0.39,0.27,-1.84
12.476,-0.39,0.3,-1.84
12.478,-0.39,0.32,-1.84
12.48,-0.39,0.34,-1.84
12.482,-0.39,0.36,-1.85
12.484,-0.38,0.39,-1.85
12.488,-0.37,0.4,-1.85
12.492,-0.36,0.42,-1.85
12.492,-0.35,0.45,-1.85
12.494,-0.35,0.48,-1.85
12.496,-0.35,0.51,-1.85
12.501,-0.35,0.52,-1.86
12.503,-0.35,0.52,-1.87
12.504,-0.37,0.48,-1.89
12.511,-0.39,0.43,-1.9
12.512,-0.4,0.36,-1.91
12.512,-0.4,0.3,-1.92
12.514,-0.38,0.26,-1.92
12.516,-0.34,0.23,-1.92
12.518,-0.29,0.22,-1.93
12.523,-0.23,0.23,-1.95
12.526,-0.18,0.26,-1.98
12.528,-0.15,0.32,-2.02
12.528,-0.14,0.39,-2.07
12.53,-0.16,0.47,-2.13
12.533,-0.2,0.56,-2.18
12.536,-0.25,0.65,-2.24
12.541,-0.3,0.74,-2.28
12.542,-0.34,0.8,-2.33
12.542,-0.38,0.84,-2.37
12.544,-0.39,0.86,-2.4
12.549,-0.39,0.87,-2.43
12.551,-0.38,0.87,-2.45
12.551,-0.36,0.87,-2.47
12.555,-0.34,0.89,-2.5
12.558,-0.32,0.92,-2.52
12.56,-0.3,0.97,-2.55
12.563,-0.28,1.03,-2.57
12.563,-0.25,1.1,-2.6
12.567,-0.23,1.18,-2.62
12.569,-0.2,1.26,-2.65
12.572,-0.17,1.34,-2.67
12.575,-0.14,1.43,-2.69
12.577,-0.12,1.51,-2.71
12.578,-0.1,1.6,-2.74
12.581,-0.09,1.7,-2.76
12.585,-0.08,1.8,-2.78
12.587,-0.1,1.89,-2.81
12.587,-0.11,2,-2.83
12.591,-0.14,2.1,-2.85
12.594,-0.18,2.2,-2.86
12.599,-0.23,2.29,-2.86
12.6,-0.28,2.38,-2.86
12.601,-0.34,2.45,-2.84
12.602,-0.41,2.51,-2.81
12.605,-0.47,2.55,-2.76
12.608,-0.54,2.59,-2.71
12.61,-0.6,2.61,-2.65
12.611,-0.67,2.62,-2.59
12.614,-0.73,2.61,-2.53
12.616,-0.78,2.6,-2.47
12.62,-0.82,2.57,-2.43
12.622,-0.85,2.53,-2.39
12.628,-0.86,2.49,-2.36
12.629,-0.86,2.45,-2.34
12.629,-0.85,2.39,-2.33
12.632,-0.83,2.33,-2.33
12.634,-0.8,2.28,-2.32
12.635,-0.77,2.22,-2.33
12.653,-0.73,2.17,-2.33
12.654,-0.7,2.11,-2.33
12.654,-0.67,2.06,-2.34
12.654,-0.64,2,-2.34
12.655,-0.61,1.96,-2.35
12.655,-0.59,1.91,-2.35
12.655,-0.58,1.88,-2.34
12.659,-0.57,1.86,-2.33
12.66,-0.57,1.85,-2.31
12.66,-0.57,1.84,-2.29
12.662,-0.58,1.84,-2.25
12.664,-0.6,1.84,-2.21
12.668,-0.63,1.85,-2.17
12.67,-0.66,1.89,-2.11
12.674,-0.7,1.92,-2.04
12.675,-0.72,1.98,-1.95
12.676,-0.74,2.04,-1.86
12.68,-0.76,2.1,-1.76
12.681,-0.77,2.16,-1.66
12.683,-0.77,2.21,-1.55
12.686,-0.76,2.25,-1.43
12.69,-0.75,2.29,-1.31
12.694,-0.73,2.33,-1.19
12.695,-0.71,2.37,-1.04
12.695,-0.67,2.41,-0.89
12.699,-0.63,2.45,-0.73
12.701,-0.58,2.5,-0.56
12.705,-0.53,2.55,-0.4
12.707,-0.47,2.6,-0.24
12.708,-0.42,2.66,-0.08
12.712,-0.36,2.72,0.06
12.712,-0.31,2.79,0.19
12.717,-0.25,2.86,0.31
12.719,-0.21,2.92,0.41
12.72,-0.17,2.99,0.5
12.723,-0.13,3.05,0.58
12.726,-0.1,3.1,0.66
12.729,-0.07,3.14,0.72
12.732,-0.05,3.18,0.79
12.733,-0.03,3.19,0.84
12.735,0,3.19,0.9
12.737,0.01,3.18,0.95
12.741,0.04,3.15,1.01
12.744,0.06,3.11,1.06
12.744,0.08,3.05,1.11
12.747,0.1,2.98,1.17
12.75,0.12,2.9,1.22
12.753,0.14,2.8,1.28
12.755,0.16,2.69,1.34
12.759,0.19,2.57,1.4
12.759,0.21,2.44,1.46
12.767,0.23,2.31,1.52
12.768,0.25,2.17,1.58
12.768,0.26,2.02,1.64
12.768,0.28,1.87,1.7
12.771,0.3,1.71,1.76
12.777,0.31,1.56,1.82
12.778,0.33,1.4,1.88
12.778,0.34,1.24,1.94
12.78,0.34,1.08,2
12.784,0.35,0.91,2.06
12.785,0.36,0.74,2.11
12.792,0.37,0.58,2.17
12.793,0.36,0.4,2.22
12.793,0.37,0.23,2.28
12.795,0.37,0.07,2.33
12.797,0.37,-0.1,2.39
12.8,0.38,-0.26,2.45
12.803,0.39,-0.42,2.5
12.804,0.4,-0.57,2.56
12.806,0.41,-0.72,2.61
12.809,0.43,-0.87,2.66
12.814,0.44,-1.01,2.72
12.815,0.46,-1.14,2.77
12.816,0.48,-1.26,2.82
12.819,0.5,-1.38,2.87
12.822,0.53,-1.5,2.92
12.825,0.55,-1.6,2.98
12.829,0.59,-1.7,3.03
12.829,0.61,-1.8,3.08
12.831,0.65,-1.89,3.13
12.834,0.68,-1.98,3.17
12.837,0.72,-2.07,3.22
12.842,0.76,-2.15,3.26
12.842,0.8,-2.24,3.29
12.844,0.83,-2.32,3.32
12.846,0.86,-2.4,3.34
12.85,0.9,-2.48,3.35
12.852,0.92,-2.55,3.36
12.852,0.95,-2.62,3.36
12.855,0.97,-2.68,3.36
12.858,0.99,-2.74,3.35
12.862,1.01,-2.8,3.34
12.863,1.03,-2.85,3.33
12.866,1.06,-2.89,3.32
12.867,1.08,-2.93,3.31
12.87,1.12,-2.96,3.3
12.874,1.15,-2.99,3.3
12.876,1.2,-3.01,3.31
12.876,1.25,-3.05,3.31
12.88,1.3,-3.08,3.32
12.882,1.36,-3.11,3.33
12.885,1.41,-3.15,3.34
12.89,1.46,-3.2,3.34
12.891,1.5,-3.25,3.35
12.891,1.55,-3.3,3.35
12.893,1.57,-3.36,3.35
12.897,1.6,-3.42,3.34
12.899,1.62,-3.48,3.34
12.9,1.64,-3.53,3.33
12.904,1.65,-3.59,3.32
12.912,1.66,-3.64,3.31
12.912,1.67,-3.7,3.3
12.913,1.69,-3.77,3.29
12.913,1.71,-3.84,3.28
12.914,1.73,-3.92,3.27
12.917,1.75,-4.03,3.27
12.921,1.77,-4.14,3.26
12.936,1.8,-4.26,3.24
12.938,1.82,-4.39,3.23
12.939,1.84,-4.53,3.21
12.939,1.87,-4.68,3.18
12.94,1.88,-4.83,3.16
12.94,1.9,-4.98,3.13
12.94,1.91,-5.14,3.1
12.942,1.92,-5.29,3.07
12.943,1.93,-5.44,3.04
12.945,1.94,-5.59,3.01
12.948,1.94,-5.73,2.98
12.948,1.95,-5.88,2.95
12.951,1.96,-6.02,2.9
12.953,1.96,-6.15,2.86
12.958,1.96,-6.28,2.82
12.96,1.97,-6.4,2.76
12.961,1.97,-6.51,2.71
12.962,1.97,-6.61,2.65
12.966,1.98,-6.7,2.59
12.971,1.98,-6.78,2.53
12.971,1.99,-6.85,2.47
12.974,2,-6.91,2.41
12.975,2.01,-6.98,2.35
12.978,2.02,-7.03,2.3
12.982,2.03,-7.08,2.24
12.984,2.05,-7.12,2.2
12.984,2.07,-7.16,2.15
12.988,2.08,-7.2,2.11
12.992,2.11,-7.23,2.08
12.994,2.14,-7.26,2.04
12.996,2.16,-7.29,2
12.997,2.18,-7.32,1.97
13.001,2.19,-7.34,1.93
13.001,2.22,-7.35,1.9
13.005,2.24,-7.36,1.87
13.011,2.25,-7.37,1.83
13.011,2.26,-7.37,1.8
13.011,2.27,-7.37,1.77
13.014,2.27,-7.38,1.73
13.017,2.28,-7.39,1.7
13.022,2.27,-7.41,1.66
13.022,2.27,-7.43,1.63
13.026,2.26,-7.46,1.59
13.027,2.25,-7.49,1.56
13.031,2.24,-7.52,1.53
13.032,2.21,-7.57,1.5
13.033,2.2,-7.61,1.47
13.036,2.17,-7.67,1.44
13.038,2.15,-7.74,1.4
13.042,2.12,-7.81,1.37
13.045,2.1,-7.88,1.34
13.045,2.07,-7.95,1.32
13.048,2.05,-8.03,1.28
13.05,2.02,-8.11,1.25
13.054,1.99,-8.19,1.22
13.056,1.96,-8.26,1.18
13.059,1.93,-8.34,1.15
13.061,1.9,-8.41,1.11
13.062,1.87,-8.48,1.07
13.066,1.83,-8.55,1.02
13.068,1.8,-8.61,0.97
13.07,1.76,-8.66,0.92
13.072,1.72,-8.72,0.86
13.075,1.68,-8.76,0.8
13.078,1.64,-8.79,0.73
13.081,1.6,-8.8,0.66
13.082,1.56,-8.81,0.59
13.084,1.52,-8.81,0.52
13.086,1.49,-8.8,0.44
13.094,1.45,-8.78,0.36
13.095,1.41,-8.75,0.28
13.095,1.37,-8.71,0.2
13.095,1.33,-8.67,0.12
13.098,1.29,-8.62,0.04
13.103,1.24,-8.56,-0.03
13.104,1.19,-8.5,-0.11
13.108,1.13,-8.42,-0.19
13.108,1.06,-8.33,-0.26
13.11,0.98,-8.22,-0.33
13.116,0.91,-8.1,-0.4
13.116,0.83,-7.95,-0.47
13.118,0.74,-7.8,-0.53
13.119,0.65,-7.64,-0.59
13.123,0.56,-7.48,-0.65
13.125,0.46,-7.31,-0.7
13.128,0.37,-7.14,-0.75
13.129,0.28,-6.96,-0.79
13.132,0.2,-6.77,-0.83
13.135,0.12,-6.57,-0.87
13.138,0.05,-6.38,-0.91
13.141,-0.02,-6.19,-0.94
13.141,-0.08,-5.99,-0.97
13.145,-0.12,-5.8,-1
13.146,-0.17,-5.62,-1.03
13.15,-0.21,-5.46,-1.06
13.152,-0.26,-5.33,-1.1
13.155,-0.33,-5.23,-1.16
13.156,-0.4,-5.15,-1.21
13.159,-0.49,-5.06,-1.28
13.162,-0.57,-4.96,-1.34
13.165,-0.63,-4.82,-1.4
13.165,-0.67,-4.67,-1.46
13.169,-0.71,-4.52,-1.53
13.171,-0.74,-4.38,-1.6
13.176,-0.77,-4.27,-1.67
13.178,-0.8,-4.16,-1.75
13.178,-0.8,-4.02,-1.8
13.18,-0.79,-3.84,-1.84
13.183,-0.75,-3.62,-1.85
13.186,-0.68,-3.38,-1.83
13.189,-0.61,-3.14,-1.77
13.192,-0.53,-2.93,-1.68
13.194,-0.47,-2.75,-1.55
13.194,-0.42,-2.59,-1.4
13.199,-0.39,-2.46,-1.22
13.201,-0.39,-2.35,-1.02
13.201,-0.42,-2.27,-0.81
13.205,-0.48,-2.21,-0.6
13.211,-0.55,-2.14,-0.4
13.211,-0.66,-2.05,-0.21
13.213,-0.76,-1.94,-0.05
13.214,-0.84,-1.81,0.07
13.217,-0.9,-1.67,0.16
13.219,-0.95,-1.54,0.21
13.223,-0.96,-1.42,0.22
13.227,-0.97,-1.33,0.19
13.228,-0.96,-1.25,0.13
13.228,-0.93,-1.2,0.05
13.231,-0.89,-1.18,-0.04
13.234,-0.85,-1.19,-0.13
13.236,-0.79,-1.23,-0.23
13.238,-0.73,-1.31,-0.3
13.241,-0.67,-1.42,-0.36
13.243,-0.63,-1.55,-0.4
13.246,-0.59,-1.69,-0.41
13.249,-0.56,-1.84,-0.41
13.251,-0.54,-1.99,-0.4
13.253,-0.53,-2.12,-0.39
13.255,-0.51,-2.24,-0.38
13.261,-0.49,-2.34,-0.36
13.261,-0.48,-2.42,-0.35
13.262,-0.46,-2.47,-0.35
